bounding_box,class_probability,classification_label,display,group_label,scores,scores_sequence,PARAMS,Probabilities_Updated,Map_Name_Updated,updated_lineitem_params,lineitem_number_Updated,fileId,PageNumber,Value_Canvas_Region_X,Value_Canvas_Region_Y,Value_Canvas_Region_Width,Value_Canvas_Region_Height,Map_Result_Text,lineitem_original,File_Name,Map_Name,Map_Name_Predicted,Map_Name_Original
"[1818, 2028, 47, 28, '.00']",1,main|||item_unit_value||line_items,1,1,"[0, 0, 0, 0, 1, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[0, 0, 0, 0, 1, 0, 0, 0]","[0.017279682714475577, 0.017279682714475577, 0.0, 0.0, 0.9654406345710489, 0.0, 0.0, 0.0]",main|||item_unit_value||line_items,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1818,2028,47,28,.00,,1900000276_2019_CA05.pdf,,main|||item_unit_value||line_items,No class
"[2340, 2028, 69, 124, '.00 9.00']",1,main|||item_total||line_items,1,1,"[0, 0, 1, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[0, 0, 1, 0, 0, 0, 0, 0]","[0.351325780241262, 0.351325780241262, 0.2973484395174759, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2340,2028,69,124,.00 9.00,5.0,1900000276_2019_CA05.pdf,,main|||item_total||line_items,main|||item_total||line_items
"[87, 2124, 422, 28, 'DISBURSEMENT FEE']",1,main|||item_description||line_items,1,1,"[0, 1, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[0, 1, 0, 0, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",main|||item_description||line_items,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,87,2124,422,28,DISBURSEMENT FEE,6.0,1900000276_2019_CA05.pdf,,main|||item_description||line_items,main|||item_description||line_items
"[1636, 2124, 6, 28, '1']",1,main|||Item_unit_count||line_items,1,1,"[0, 0, 0, 1, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[0, 0, 0, 1, 0, 0, 0, 0]","[0.03190076611384904, 0.03190076611384904, 0.0, 0.9361984677723019, 0.0, 0.0, 0.0, 0.0]",main|||Item_unit_count||line_items,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1636,2124,6,28,1,6.0,1900000276_2019_CA05.pdf,,main|||Item_unit_count||line_items,main|||Item_unit_count||line_items
"[1818, 2124, 47, 28, '.00']",1,main|||item_unit_value||line_items,1,1,"[0, 0, 0, 0, 1, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[0, 0, 0, 0, 1, 0, 0, 0]","[0.017279682714475577, 0.017279682714475577, 0.0, 0.0, 0.9654406345710489, 0.0, 0.0, 0.0]",main|||item_unit_value||line_items,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1818,2124,47,28,.00,,1900000276_2019_CA05.pdf,,main|||item_unit_value||line_items,No class
"[1157, 2699, 61, 30, 'Sub']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1157,2699,61,30,Sub,,1900000276_2019_CA05.pdf,,No class,No class
"[1232, 2700, 112, 29, 'Totals:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1232,2700,112,29,Totals:,,1900000276_2019_CA05.pdf,,No class,No class
"[1752, 2700, 111, 28, '703.00']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1752,2700,111,28,703.00,,1900000276_2019_CA05.pdf,,No class,No class
"[2090, 2700, 47, 29, '.00']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2090,2700,47,29,.00,,1900000276_2019_CA05.pdf,,No class,No class
"[2303, 2700, 6, 28, '1']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2303,2700,6,28,1,2.0,1900000276_2019_CA05.pdf,,No class,No class
"[2325, 2700, 84, 28, '12.90']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2325,2700,84,28,12.90,2.0,1900000276_2019_CA05.pdf,,No class,No class
"[1595, 2796, 84, 29, 'Total']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1595,2796,84,29,Total,,1900000276_2019_CA05.pdf,,No class,No class
"[1694, 2796, 142, 29, 'Taxable:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1694,2796,142,29,Taxable:,,1900000276_2019_CA05.pdf,,No class,No class
"[2304, 2796, 104, 29, '112.90']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2304,2796,104,29,112.90,1.0,1900000276_2019_CA05.pdf,,No class,No class
"[184, 2843, 199, 39, 'Registration']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,184,2843,199,39,Registration,,1900000276_2019_CA05.pdf,,No class,No class
"[91, 2844, 77, 29, 'GST']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,91,2844,77,29,GST,,1900000276_2019_CA05.pdf,,No class,No class
"[397, 2844, 28, 29, '#:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,397,2844,28,29,#:,,1900000276_2019_CA05.pdf,,No class,No class
"[569, 2845, 193, 29, '81426 3745']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,569,2845,193,29,81426 3745,1.0,1900000276_2019_CA05.pdf,,No class,No class
"[2340, 2868, 67, 29, '5.65']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2340,2868,67,29,5.65,1.0,1900000276_2019_CA05.pdf,,No class,No class
"[1596, 2869, 85, 101, 'GST: PST:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1596,2869,85,101,GST: PST:,,1900000276_2019_CA05.pdf,,No class,No class
"[2362, 2941, 47, 28, '.00']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2362,2941,47,28,.00,2.0,1900000276_2019_CA05.pdf,,No class,No class
"[92, 2943, 94, 26, 'VISIT']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,92,2943,94,26,VISIT,,1900000276_2019_CA05.pdf,,No class,No class
"[198, 2944, 76, 26, 'OUR']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,198,2944,76,26,OUR,,1900000276_2019_CA05.pdf,,No class,No class
"[286, 2944, 83, 26, 'NEW']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,286,2944,83,26,NEW,,1900000276_2019_CA05.pdf,,No class,No class
"[384, 2944, 167, 26, 'WEBSITE:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,384,2944,167,26,WEBSITE:,,1900000276_2019_CA05.pdf,,No class,No class
"[584, 2944, 456, 27, 'WWW.DYEDURHAM.COM']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,584,2944,456,27,WWW.DYEDURHAM.COM,,1900000276_2019_CA05.pdf,,No class,No class
"[91, 2991, 126, 27, 'ORDER']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,91,2991,126,27,ORDER,,1900000276_2019_CA05.pdf,,No class,No class
"[229, 2992, 138, 26, 'ONLINE']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,229,2992,138,26,ONLINE,,1900000276_2019_CA05.pdf,,No class,No class
"[381, 2992, 142, 27, 'SEARCH']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,381,2992,142,27,SEARCH,,1900000276_2019_CA05.pdf,,No class,No class
"[576, 2992, 271, 27, 'REGISTRATION']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,576,2992,271,27,REGISTRATION,,1900000276_2019_CA05.pdf,,No class,No class
"[862, 2992, 174, 27, 'SERVICES']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,862,2992,174,27,SERVICES,,1900000276_2019_CA05.pdf,,No class,No class
"[1072, 2992, 353, 27, 'VISA/MASTERCARD']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1072,2992,353,27,VISA/MASTERCARD,,1900000276_2019_CA05.pdf,,No class,No class
"[537, 2993, 26, 26, '&']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,537,2993,26,26,&,,1900000276_2019_CA05.pdf,,No class,No class
"[1050, 3008, 9, 3, '-']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1050,3008,9,3,-,,1900000276_2019_CA05.pdf,,No class,No class
"[1595, 3013, 84, 29, 'Total']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1595,3013,84,29,Total,,1900000276_2019_CA05.pdf,,No class,No class
"[1693, 3013, 229, 30, 'Non-Taxable:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1693,3013,229,30,Non-Taxable:,,1900000276_2019_CA05.pdf,,No class,No class
"[2298, 3013, 110, 29, '703.00']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2298,3013,110,29,703.00,,1900000276_2019_CA05.pdf,,No class,No class
"[91, 3040, 135, 26, 'E-TRAY']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,91,3040,135,26,E-TRAY,,1900000276_2019_CA05.pdf,,No class,No class
"[620, 3040, 64, 27, '24/7']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,620,3040,64,27,24/7,,1900000276_2019_CA05.pdf,,No class,No class
"[240, 3041, 143, 26, 'PORTAL']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,240,3041,143,26,PORTAL,,1900000276_2019_CA05.pdf,,No class,No class
"[395, 3041, 213, 26, 'AVAILABLE']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,395,3041,213,26,AVAILABLE,,1900000276_2019_CA05.pdf,,No class,No class
